"";"Iteración 1";"Iteración 2";"Iteración 3";"Iteración 4";"Iteración 5";"Iteración 6";"Iteración 7"
"(Intercept)";0;0;0;0;0;0;0
"temperatura_exterior";0,00431555288057036;0,00251265483149488;0,00580288134610578;0,00737956092219635;0,0144852936092259;0,0181340479286591;0,986908560886953
"radiacion_global_fachada";0,000152649405324335;0,000187358381692987;0,000237418472690333;0,000275695549904775;0,000299112189967137;0,000637850022515348;-0,0107914522728938
"energia_agua_refrigerada";0,0156388274378967;-0,00107576287222969;-0,0118202250564991;-0,0134524203484895;-0,0268908620926232;-0,0099473872850479;0,219637958157473
"ocupantes_conteo_robus3";0,00473424080373502;0,00491462027840999;0,00269232046319844;0,00407105648884285;-0,00625963830688382;-0,00185647363626496;-0,0189432377560376
"temperatura_interior_1";1,09517262041147;1,11463488168823;1,1352111869248;1,15739925222738;1,15743635456031;0,984912245356123;NA
"temperatura_exterior_1";-0,000833294392510728;0,00163131493806988;0,000186282615920251;-0,000780089012709418;-0,00307779744104951;-0,00462291163747567;NA
"radiacion_global_fachada_1";-0,000213678320418973;-0,000134671048093346;-0,000210250848919864;-0,000288253492753057;-0,000361748894746012;-0,000633460781845467;NA
"energia_agua_refrigerada_1";-0,00586694141014649;-0,00450591768067853;-0,00103030110015393;-0,00235359897255077;0,0153055084251852;0,017813202197895;NA
"ocupantes_conteo_robus3_1";0,00571444002306289;0,00567336585560446;0,00887097762252358;0,00752166264244485;0,0220724087727037;0,00121753337093842;NA
"temperatura_interior_2";-0,282420729111898;-0,284989656321783;-0,311223663064675;-0,346818312466945;-0,172662087715876;NA;NA
"temperatura_exterior_2";0,0159050477669657;0,018111163552637;0,0162651712628392;0,0220430938998054;0,00381104015437885;NA;NA
"radiacion_global_fachada_2";-0,000333059276450425;-0,000424700021157583;-0,000454823794192975;-0,000419494050604945;-0,000146819590309693;NA;NA
"energia_agua_refrigerada_2";-0,0719240102278645;-0,0690842875489592;-0,0651855244477148;-0,0685619885673528;0,0126420504728929;NA;NA
"ocupantes_conteo_robus3_2";-0,00384221011918377;-0,00326034735060909;-0,00406426018320913;-0,00183925703516623;-0,0201280283842676;NA;NA
"temperatura_interior_3";0,0585608160008993;0,0628270676355293;0,0640407643887116;0,180818089253657;NA;NA;NA
"temperatura_exterior_3";-0,00957016880410381;-0,0107000577573701;-0,00789903940203114;-0,0206938142162574;NA;NA;NA
"radiacion_global_fachada_3";0,000477358154403259;0,000369704242647248;0,000408776218001671;0,000204471776886908;NA;NA;NA
"energia_agua_refrigerada_3";0,15683470130323;0,162083853871599;0,154591015150267;0,153248923197671;NA;NA;NA
"ocupantes_conteo_robus3_3";-0,00403168551209616;-0,00932135332448393;-0,00884819288893914;-0,0158122195195632;NA;NA;NA
"temperatura_interior_4";0,0242135036779323;0,00627264905049263;0,103027422247354;NA;NA;NA;NA
"temperatura_exterior_4";0,0034333807637157;-0,00164884205353198;-0,00594469595887812;NA;NA;NA;NA
"radiacion_global_fachada_4";-0,000398588371175212;-0,000258061314569228;-0,000308189103533328;NA;NA;NA;NA
"energia_agua_refrigerada_4";0,0332948166617455;0,0287653290956411;-0,0042077697601385;NA;NA;NA;NA
"ocupantes_conteo_robus3_4";-0,0071564985333367;-0,00165208834066811;-0,0044024324481436;NA;NA;NA;NA
"temperatura_interior_5";0,00351014111859098;0,0923075232934637;NA;NA;NA;NA;NA
"temperatura_exterior_5";-0,0103290917771467;-0,00151896464352275;NA;NA;NA;NA;NA
"radiacion_global_fachada_5";-0,000195067543238498;-7,24755566241009e-05;NA;NA;NA;NA;NA
"energia_agua_refrigerada_5";-0,0525079297685579;-0,0594477547363971;NA;NA;NA;NA;NA
"ocupantes_conteo_robus3_5";0,0107926857156922;-0,0010165653545171;NA;NA;NA;NA;NA
"temperatura_interior_6";0,0911803831789173;NA;NA;NA;NA;NA;NA
"temperatura_exterior_6";0,00641125368688171;NA;NA;NA;NA;NA;NA
"radiacion_global_fachada_6";0,000193997300396872;NA;NA;NA;NA;NA;NA
"energia_agua_refrigerada_6";-0,0184921736938804;NA;NA;NA;NA;NA;NA
"ocupantes_conteo_robus3_6";-0,0148623125724315;NA;NA;NA;NA;NA;NA
"R2";0,999974731766643;0,999973946984022;0,999973314457915;0,999972585327053;0,999968431750691;0,999966016506662;0,996618773196179
"MAE";0,379150980593155;0,364984672597944;0,340005914641895;0,30987018073385;0,270540308607337;0,207887385622786;1,29931296672257
"Media residuales";0,000366200628314162;0,000405761361146533;0,000430311502216736;0,000486498603843753;0,000592132010287475;0,000580643845169034;0,0921007715563342
"Desviación típica residuales";0,138407696222752;0,140540506020584;0,142236267426844;0,144166176589429;0,15470216282586;0,16051125368989;1,59841869237235
"Número de variables";34;29;24;19;14;9;4
"p-valor del parámetro menos significativo";0,943464526973465;0,959435408376609;0,987421275038884;0,987421275038884;0,987421275038884;0,987421275038884;0,987421275038884
